,loc_inicio,loc_fim,multip_g,numero_passos,variacao_altura
1148,"[24, 14]","[19, 29]",2.2,,
1149,"[22, 18]","[27, 20]",2.2,15.0,4.0
1150,"[6, 10]","[8, 1]",2.3,,
1151,"[19, 15]","[8, 12]",2.3,21.0,-8.0
1152,"[9, 10]","[10, 4]",2.3,,
1153,"[24, 18]","[24, 11]",2.3,35.0,3.0
1154,"[28, 1]","[21, 20]",2.3,,
1155,"[3, 19]","[2, 25]",2.3,77.0,-18.0
1156,"[10, 24]","[3, 25]",2.3,182.0,0.0
1157,"[16, 13]","[15, 27]",2.3,,
1158,"[8, 1]","[1, 19]",2.3,,
1159,"[9, 28]","[20, 29]",2.3,148.0,-12.0
1160,"[15, 22]","[4, 11]",2.3,,
1161,"[11, 21]","[26, 10]",2.3,,
1162,"[15, 0]","[10, 29]",2.3,75.0,-14.0
1163,"[23, 9]","[26, 6]",2.3,15.0,-10.0
1164,"[24, 9]","[23, 5]",2.3,27.0,3.0
1165,"[27, 2]","[15, 16]",2.3,93.0,-16.0
1166,"[9, 18]","[13, 27]",2.3,,
1167,"[20, 26]","[1, 17]",2.3,,
1168,"[29, 29]","[23, 12]",2.3,,
1169,"[1, 9]","[11, 21]",2.3,94.0,11.0
1170,"[2, 20]","[15, 3]",2.3,39.0,-6.0
1171,"[10, 8]","[18, 0]",2.3,72.0,-4.0
1172,"[27, 0]","[17, 19]",2.3,57.0,11.0
1173,"[22, 29]","[2, 15]",2.3,208.0,-4.0
1174,"[0, 10]","[10, 2]",2.3,,
1175,"[1, 23]","[12, 25]",2.3,135.0,11.0
1176,"[27, 14]","[12, 25]",2.3,,
1177,"[22, 14]","[8, 27]",2.3,57.0,10.0
1178,"[24, 28]","[6, 7]",2.3,,
1179,"[18, 10]","[21, 1]",2.3,,
1180,"[7, 28]","[22, 22]",2.3,159.0,10.0
1181,"[4, 1]","[12, 23]",2.3,,
1182,"[29, 9]","[20, 11]",2.3,,
1183,"[5, 18]","[14, 12]",2.3,,
1184,"[28, 28]","[10, 15]",2.3,,
1185,"[19, 4]","[2, 3]",2.3,143.0,-3.0
1186,"[14, 5]","[6, 26]",2.3,45.0,13.0
1187,"[17, 21]","[6, 6]",2.3,,
1188,"[15, 2]","[14, 15]",2.3,193.0,-9.0
1189,"[28, 13]","[16, 5]",2.3,,
1190,"[28, 13]","[10, 7]",2.3,39.0,-13.0
1191,"[26, 6]","[5, 0]",2.3,,
1192,"[18, 24]","[26, 1]",2.3,,
1193,"[17, 3]","[1, 17]",2.3,,
1194,"[21, 9]","[22, 16]",2.3,,
1195,"[15, 5]","[27, 1]",2.3,,
1196,"[5, 28]","[6, 28]",2.3,1.0,3.0
1197,"[6, 5]","[25, 18]",2.3,,
1198,"[24, 14]","[19, 29]",2.3,,
1199,"[22, 18]","[27, 20]",2.3,15.0,4.0
1200,"[6, 10]","[8, 1]",2.4,,
1201,"[19, 15]","[8, 12]",2.4,21.0,-8.0
1202,"[9, 10]","[10, 4]",2.4,,
1203,"[24, 18]","[24, 11]",2.4,35.0,3.0
1204,"[28, 1]","[21, 20]",2.4,,
1205,"[3, 19]","[2, 25]",2.4,77.0,-18.0
1206,"[10, 24]","[3, 25]",2.4,182.0,0.0
1207,"[16, 13]","[15, 27]",2.4,,
1208,"[8, 1]","[1, 19]",2.4,,
1209,"[9, 28]","[20, 29]",2.4,148.0,-12.0
1210,"[15, 22]","[4, 11]",2.4,,
1211,"[11, 21]","[26, 10]",2.4,,
1212,"[15, 0]","[10, 29]",2.4,75.0,-14.0
1213,"[23, 9]","[26, 6]",2.4,15.0,-10.0
1214,"[24, 9]","[23, 5]",2.4,27.0,3.0
1215,"[27, 2]","[15, 16]",2.4,93.0,-16.0
1216,"[9, 18]","[13, 27]",2.4,,
1217,"[20, 26]","[1, 17]",2.4,,
1218,"[29, 29]","[23, 12]",2.4,,
1219,"[1, 9]","[11, 21]",2.4,94.0,11.0
1220,"[2, 20]","[15, 3]",2.4,39.0,-6.0
1221,"[10, 8]","[18, 0]",2.4,72.0,-4.0
1222,"[27, 0]","[17, 19]",2.4,57.0,11.0
1223,"[22, 29]","[2, 15]",2.4,208.0,-4.0
1224,"[0, 10]","[10, 2]",2.4,,
1225,"[1, 23]","[12, 25]",2.4,135.0,11.0
1226,"[27, 14]","[12, 25]",2.4,,
1227,"[22, 14]","[8, 27]",2.4,57.0,10.0
1228,"[24, 28]","[6, 7]",2.4,,
1229,"[18, 10]","[21, 1]",2.4,,
1230,"[7, 28]","[22, 22]",2.4,159.0,10.0
1231,"[4, 1]","[12, 23]",2.4,,
1232,"[29, 9]","[20, 11]",2.4,,
1233,"[5, 18]","[14, 12]",2.4,,
1234,"[28, 28]","[10, 15]",2.4,,
1235,"[19, 4]","[2, 3]",2.4,143.0,-3.0
1236,"[14, 5]","[6, 26]",2.4,45.0,13.0
1237,"[17, 21]","[6, 6]",2.4,,
1238,"[15, 2]","[14, 15]",2.4,193.0,-9.0
1239,"[28, 13]","[16, 5]",2.4,,
1240,"[28, 13]","[10, 7]",2.4,39.0,-13.0
1241,"[26, 6]","[5, 0]",2.4,,
1242,"[18, 24]","[26, 1]",2.4,,
1243,"[17, 3]","[1, 17]",2.4,,
1244,"[21, 9]","[22, 16]",2.4,,
1245,"[15, 5]","[27, 1]",2.4,,
1246,"[5, 28]","[6, 28]",2.4,1.0,3.0
1247,"[6, 5]","[25, 18]",2.4,,
1248,"[24, 14]","[19, 29]",2.4,,
1249,"[22, 18]","[27, 20]",2.4,15.0,4.0
1250,"[6, 10]","[8, 1]",2.5,,
1251,"[19, 15]","[8, 12]",2.5,21.0,-8.0
1252,"[9, 10]","[10, 4]",2.5,,
1253,"[24, 18]","[24, 11]",2.5,35.0,3.0
1254,"[28, 1]","[21, 20]",2.5,,
1255,"[3, 19]","[2, 25]",2.5,77.0,-18.0
1256,"[10, 24]","[3, 25]",2.5,182.0,0.0
1257,"[16, 13]","[15, 27]",2.5,,
1258,"[8, 1]","[1, 19]",2.5,,
1259,"[9, 28]","[20, 29]",2.5,148.0,-12.0
1260,"[15, 22]","[4, 11]",2.5,,
1261,"[11, 21]","[26, 10]",2.5,,
1262,"[15, 0]","[10, 29]",2.5,75.0,-14.0
1263,"[23, 9]","[26, 6]",2.5,15.0,-10.0
1264,"[24, 9]","[23, 5]",2.5,27.0,3.0
1265,"[27, 2]","[15, 16]",2.5,93.0,-16.0
1266,"[9, 18]","[13, 27]",2.5,,
1267,"[20, 26]","[1, 17]",2.5,,
1268,"[29, 29]","[23, 12]",2.5,,
1269,"[1, 9]","[11, 21]",2.5,94.0,11.0
1270,"[2, 20]","[15, 3]",2.5,39.0,-6.0
1271,"[10, 8]","[18, 0]",2.5,72.0,-4.0
1272,"[27, 0]","[17, 19]",2.5,57.0,11.0
1273,"[22, 29]","[2, 15]",2.5,208.0,-4.0
1274,"[0, 10]","[10, 2]",2.5,,
1275,"[1, 23]","[12, 25]",2.5,135.0,11.0
1276,"[27, 14]","[12, 25]",2.5,,
1277,"[22, 14]","[8, 27]",2.5,57.0,10.0
1278,"[24, 28]","[6, 7]",2.5,,
1279,"[18, 10]","[21, 1]",2.5,,
1280,"[7, 28]","[22, 22]",2.5,159.0,10.0
1281,"[4, 1]","[12, 23]",2.5,,
1282,"[29, 9]","[20, 11]",2.5,,
1283,"[5, 18]","[14, 12]",2.5,,
1284,"[28, 28]","[10, 15]",2.5,,
1285,"[19, 4]","[2, 3]",2.5,143.0,-3.0
1286,"[14, 5]","[6, 26]",2.5,45.0,13.0
1287,"[17, 21]","[6, 6]",2.5,,
1288,"[15, 2]","[14, 15]",2.5,193.0,-9.0
1289,"[28, 13]","[16, 5]",2.5,,
1290,"[28, 13]","[10, 7]",2.5,39.0,-13.0
1291,"[26, 6]","[5, 0]",2.5,,
1292,"[18, 24]","[26, 1]",2.5,,
1293,"[17, 3]","[1, 17]",2.5,,
1294,"[21, 9]","[22, 16]",2.5,,
1295,"[15, 5]","[27, 1]",2.5,,
1296,"[5, 28]","[6, 28]",2.5,1.0,3.0
1297,"[6, 5]","[25, 18]",2.5,,
1298,"[24, 14]","[19, 29]",2.5,,
1299,"[22, 18]","[27, 20]",2.5,15.0,4.0
1300,"[6, 10]","[8, 1]",2.6,,
1301,"[19, 15]","[8, 12]",2.6,21.0,-8.0
1302,"[9, 10]","[10, 4]",2.6,,
1303,"[24, 18]","[24, 11]",2.6,35.0,3.0
1304,"[28, 1]","[21, 20]",2.6,,
1305,"[3, 19]","[2, 25]",2.6,77.0,-18.0
1306,"[10, 24]","[3, 25]",2.6,182.0,0.0
1307,"[16, 13]","[15, 27]",2.6,,
1308,"[8, 1]","[1, 19]",2.6,,
1309,"[9, 28]","[20, 29]",2.6,148.0,-12.0
1310,"[15, 22]","[4, 11]",2.6,,
1311,"[11, 21]","[26, 10]",2.6,,
1312,"[15, 0]","[10, 29]",2.6,75.0,-14.0
1313,"[23, 9]","[26, 6]",2.6,15.0,-10.0
1314,"[24, 9]","[23, 5]",2.6,,
1315,"[27, 2]","[15, 16]",2.6,93.0,-16.0
1316,"[9, 18]","[13, 27]",2.6,,
1317,"[20, 26]","[1, 17]",2.6,,
1318,"[29, 29]","[23, 12]",2.6,,
1319,"[1, 9]","[11, 21]",2.6,94.0,11.0
1320,"[2, 20]","[15, 3]",2.6,39.0,-6.0
1321,"[10, 8]","[18, 0]",2.6,72.0,-4.0
1322,"[27, 0]","[17, 19]",2.6,57.0,11.0
1323,"[22, 29]","[2, 15]",2.6,208.0,-4.0
1324,"[0, 10]","[10, 2]",2.6,,
1325,"[1, 23]","[12, 25]",2.6,135.0,11.0
1326,"[27, 14]","[12, 25]",2.6,,
1327,"[22, 14]","[8, 27]",2.6,57.0,10.0
1328,"[24, 28]","[6, 7]",2.6,,
1329,"[18, 10]","[21, 1]",2.6,,
1330,"[7, 28]","[22, 22]",2.6,159.0,10.0
1331,"[4, 1]","[12, 23]",2.6,,
1332,"[29, 9]","[20, 11]",2.6,,
1333,"[5, 18]","[14, 12]",2.6,,
1334,"[28, 28]","[10, 15]",2.6,,
1335,"[19, 4]","[2, 3]",2.6,143.0,-3.0
1336,"[14, 5]","[6, 26]",2.6,45.0,13.0
1337,"[17, 21]","[6, 6]",2.6,,
1338,"[15, 2]","[14, 15]",2.6,193.0,-9.0
1339,"[28, 13]","[16, 5]",2.6,,
1340,"[28, 13]","[10, 7]",2.6,39.0,-13.0
1341,"[26, 6]","[5, 0]",2.6,,
1342,"[18, 24]","[26, 1]",2.6,,
1343,"[17, 3]","[1, 17]",2.6,,
1344,"[21, 9]","[22, 16]",2.6,,
1345,"[15, 5]","[27, 1]",2.6,,
1346,"[5, 28]","[6, 28]",2.6,1.0,3.0
1347,"[6, 5]","[25, 18]",2.6,,
1348,"[24, 14]","[19, 29]",2.6,,
1349,"[22, 18]","[27, 20]",2.6,15.0,4.0
1350,"[6, 10]","[8, 1]",2.7,,
1351,"[19, 15]","[8, 12]",2.7,21.0,-8.0
1352,"[9, 10]","[10, 4]",2.7,,
1353,"[24, 18]","[24, 11]",2.7,,
1354,"[28, 1]","[21, 20]",2.7,,
1355,"[3, 19]","[2, 25]",2.7,77.0,-18.0
1356,"[10, 24]","[3, 25]",2.7,182.0,0.0
1357,"[16, 13]","[15, 27]",2.7,,
1358,"[8, 1]","[1, 19]",2.7,,
1359,"[9, 28]","[20, 29]",2.7,148.0,-12.0
1360,"[15, 22]","[4, 11]",2.7,,
1361,"[11, 21]","[26, 10]",2.7,,
1362,"[15, 0]","[10, 29]",2.7,75.0,-14.0
1363,"[23, 9]","[26, 6]",2.7,15.0,-10.0
1364,"[24, 9]","[23, 5]",2.7,,
1365,"[27, 2]","[15, 16]",2.7,93.0,-16.0
1366,"[9, 18]","[13, 27]",2.7,,
1367,"[20, 26]","[1, 17]",2.7,,
1368,"[29, 29]","[23, 12]",2.7,,
1369,"[1, 9]","[11, 21]",2.7,94.0,11.0
1370,"[2, 20]","[15, 3]",2.7,39.0,-6.0
1371,"[10, 8]","[18, 0]",2.7,72.0,-4.0
1372,"[27, 0]","[17, 19]",2.7,57.0,11.0
1373,"[22, 29]","[2, 15]",2.7,223.0,-4.0
1374,"[0, 10]","[10, 2]",2.7,,
1375,"[1, 23]","[12, 25]",2.7,135.0,11.0
1376,"[27, 14]","[12, 25]",2.7,,
1377,"[22, 14]","[8, 27]",2.7,57.0,10.0
1378,"[24, 28]","[6, 7]",2.7,,
1379,"[18, 10]","[21, 1]",2.7,,
1380,"[7, 28]","[22, 22]",2.7,159.0,10.0
1381,"[4, 1]","[12, 23]",2.7,,
1382,"[29, 9]","[20, 11]",2.7,,
1383,"[5, 18]","[14, 12]",2.7,,
1384,"[28, 28]","[10, 15]",2.7,,
1385,"[19, 4]","[2, 3]",2.7,143.0,-3.0
1386,"[14, 5]","[6, 26]",2.7,45.0,13.0
1387,"[17, 21]","[6, 6]",2.7,,
1388,"[15, 2]","[14, 15]",2.7,193.0,-9.0
1389,"[28, 13]","[16, 5]",2.7,,
1390,"[28, 13]","[10, 7]",2.7,39.0,-13.0
1391,"[26, 6]","[5, 0]",2.7,,
1392,"[18, 24]","[26, 1]",2.7,,
1393,"[17, 3]","[1, 17]",2.7,,
1394,"[21, 9]","[22, 16]",2.7,,
1395,"[15, 5]","[27, 1]",2.7,,
1396,"[5, 28]","[6, 28]",2.7,1.0,3.0
1397,"[6, 5]","[25, 18]",2.7,,
1398,"[24, 14]","[19, 29]",2.7,,
1399,"[22, 18]","[27, 20]",2.7,15.0,4.0
1400,"[6, 10]","[8, 1]",2.8,,
1401,"[19, 15]","[8, 12]",2.8,21.0,-8.0
1402,"[9, 10]","[10, 4]",2.8,,
1403,"[24, 18]","[24, 11]",2.8,,
1404,"[28, 1]","[21, 20]",2.8,,
1405,"[3, 19]","[2, 25]",2.8,77.0,-18.0
1406,"[10, 24]","[3, 25]",2.8,182.0,0.0
1407,"[16, 13]","[15, 27]",2.8,,
1408,"[8, 1]","[1, 19]",2.8,,
1409,"[9, 28]","[20, 29]",2.8,148.0,-12.0
1410,"[15, 22]","[4, 11]",2.8,,
1411,"[11, 21]","[26, 10]",2.8,,
1412,"[15, 0]","[10, 29]",2.8,75.0,-14.0
1413,"[23, 9]","[26, 6]",2.8,15.0,-10.0
1414,"[24, 9]","[23, 5]",2.8,,
1415,"[27, 2]","[15, 16]",2.8,93.0,-16.0
1416,"[9, 18]","[13, 27]",2.8,,
1417,"[20, 26]","[1, 17]",2.8,,
1418,"[29, 29]","[23, 12]",2.8,,
1419,"[1, 9]","[11, 21]",2.8,94.0,11.0
1420,"[2, 20]","[15, 3]",2.8,39.0,-6.0
1421,"[10, 8]","[18, 0]",2.8,72.0,-4.0
1422,"[27, 0]","[17, 19]",2.8,57.0,11.0
1423,"[22, 29]","[2, 15]",2.8,223.0,-4.0
1424,"[0, 10]","[10, 2]",2.8,,
1425,"[1, 23]","[12, 25]",2.8,135.0,11.0
1426,"[27, 14]","[12, 25]",2.8,,
1427,"[22, 14]","[8, 27]",2.8,57.0,10.0
1428,"[24, 28]","[6, 7]",2.8,,
1429,"[18, 10]","[21, 1]",2.8,,
1430,"[7, 28]","[22, 22]",2.8,159.0,10.0
1431,"[4, 1]","[12, 23]",2.8,,
1432,"[29, 9]","[20, 11]",2.8,,
1433,"[5, 18]","[14, 12]",2.8,,
1434,"[28, 28]","[10, 15]",2.8,,
1435,"[19, 4]","[2, 3]",2.8,143.0,-3.0
1436,"[14, 5]","[6, 26]",2.8,45.0,13.0
1437,"[17, 21]","[6, 6]",2.8,,
1438,"[15, 2]","[14, 15]",2.8,193.0,-9.0
1439,"[28, 13]","[16, 5]",2.8,,
1440,"[28, 13]","[10, 7]",2.8,39.0,-13.0
1441,"[26, 6]","[5, 0]",2.8,,
1442,"[18, 24]","[26, 1]",2.8,,
1443,"[17, 3]","[1, 17]",2.8,,
1444,"[21, 9]","[22, 16]",2.8,,
1445,"[15, 5]","[27, 1]",2.8,,
1446,"[5, 28]","[6, 28]",2.8,1.0,3.0
1447,"[6, 5]","[25, 18]",2.8,,
1448,"[24, 14]","[19, 29]",2.8,,
1449,"[22, 18]","[27, 20]",2.8,15.0,4.0
1450,"[6, 10]","[8, 1]",2.9,,
1451,"[19, 15]","[8, 12]",2.9,21.0,-8.0
1452,"[9, 10]","[10, 4]",2.9,,
1453,"[24, 18]","[24, 11]",2.9,,
1454,"[28, 1]","[21, 20]",2.9,,
1455,"[3, 19]","[2, 25]",2.9,77.0,-18.0
1456,"[10, 24]","[3, 25]",2.9,182.0,0.0
1457,"[16, 13]","[15, 27]",2.9,,
1458,"[8, 1]","[1, 19]",2.9,,
1459,"[9, 28]","[20, 29]",2.9,148.0,-12.0
1460,"[15, 22]","[4, 11]",2.9,,
1461,"[11, 21]","[26, 10]",2.9,,
1462,"[15, 0]","[10, 29]",2.9,75.0,-14.0
1463,"[23, 9]","[26, 6]",2.9,,
1464,"[24, 9]","[23, 5]",2.9,,
1465,"[27, 2]","[15, 16]",2.9,93.0,-16.0
1466,"[9, 18]","[13, 27]",2.9,,
1467,"[20, 26]","[1, 17]",2.9,,
1468,"[29, 29]","[23, 12]",2.9,,
1469,"[1, 9]","[11, 21]",2.9,94.0,11.0
1470,"[2, 20]","[15, 3]",2.9,39.0,-6.0
1471,"[10, 8]","[18, 0]",2.9,72.0,-4.0
1472,"[27, 0]","[17, 19]",2.9,57.0,11.0
1473,"[22, 29]","[2, 15]",2.9,223.0,-4.0
1474,"[0, 10]","[10, 2]",2.9,,
1475,"[1, 23]","[12, 25]",2.9,135.0,11.0
1476,"[27, 14]","[12, 25]",2.9,,
1477,"[22, 14]","[8, 27]",2.9,57.0,10.0
1478,"[24, 28]","[6, 7]",2.9,,
1479,"[18, 10]","[21, 1]",2.9,,
1480,"[7, 28]","[22, 22]",2.9,159.0,10.0
1481,"[4, 1]","[12, 23]",2.9,,
1482,"[29, 9]","[20, 11]",2.9,,
1483,"[5, 18]","[14, 12]",2.9,,
1484,"[28, 28]","[10, 15]",2.9,,
1485,"[19, 4]","[2, 3]",2.9,143.0,-3.0
1486,"[14, 5]","[6, 26]",2.9,45.0,13.0
1487,"[17, 21]","[6, 6]",2.9,,
1488,"[15, 2]","[14, 15]",2.9,193.0,-9.0
1489,"[28, 13]","[16, 5]",2.9,,
1490,"[28, 13]","[10, 7]",2.9,39.0,-13.0
1491,"[26, 6]","[5, 0]",2.9,,
1492,"[18, 24]","[26, 1]",2.9,,
1493,"[17, 3]","[1, 17]",2.9,,
1494,"[21, 9]","[22, 16]",2.9,,
1495,"[15, 5]","[27, 1]",2.9,,
1496,"[5, 28]","[6, 28]",2.9,1.0,3.0
1497,"[6, 5]","[25, 18]",2.9,,
1498,"[24, 14]","[19, 29]",2.9,,
1499,"[22, 18]","[27, 20]",2.9,15.0,4.0
1500,"[6, 10]","[8, 1]",3.0,,
1501,"[19, 15]","[8, 12]",3.0,21.0,-8.0
1502,"[9, 10]","[10, 4]",3.0,,
1503,"[24, 18]","[24, 11]",3.0,,
1504,"[28, 1]","[21, 20]",3.0,,
1505,"[3, 19]","[2, 25]",3.0,77.0,-18.0
1506,"[10, 24]","[3, 25]",3.0,182.0,0.0
1507,"[16, 13]","[15, 27]",3.0,,
1508,"[8, 1]","[1, 19]",3.0,,
1509,"[9, 28]","[20, 29]",3.0,148.0,-12.0
1510,"[15, 22]","[4, 11]",3.0,,
1511,"[11, 21]","[26, 10]",3.0,,
1512,"[15, 0]","[10, 29]",3.0,75.0,-14.0
1513,"[23, 9]","[26, 6]",3.0,,
1514,"[24, 9]","[23, 5]",3.0,,
1515,"[27, 2]","[15, 16]",3.0,93.0,-16.0
1516,"[9, 18]","[13, 27]",3.0,,
1517,"[20, 26]","[1, 17]",3.0,,
1518,"[29, 29]","[23, 12]",3.0,,
1519,"[1, 9]","[11, 21]",3.0,94.0,11.0
1520,"[2, 20]","[15, 3]",3.0,39.0,-6.0
1521,"[10, 8]","[18, 0]",3.0,72.0,-4.0
1522,"[27, 0]","[17, 19]",3.0,57.0,11.0
1523,"[22, 29]","[2, 15]",3.0,223.0,-4.0
1524,"[0, 10]","[10, 2]",3.0,,
1525,"[1, 23]","[12, 25]",3.0,135.0,11.0
1526,"[27, 14]","[12, 25]",3.0,,
1527,"[22, 14]","[8, 27]",3.0,57.0,10.0
1528,"[24, 28]","[6, 7]",3.0,,
1529,"[18, 10]","[21, 1]",3.0,,
1530,"[7, 28]","[22, 22]",3.0,159.0,10.0
1531,"[4, 1]","[12, 23]",3.0,,
1532,"[29, 9]","[20, 11]",3.0,,
1533,"[5, 18]","[14, 12]",3.0,,
1534,"[28, 28]","[10, 15]",3.0,,
1535,"[19, 4]","[2, 3]",3.0,143.0,-3.0
1536,"[14, 5]","[6, 26]",3.0,45.0,13.0
1537,"[17, 21]","[6, 6]",3.0,,
1538,"[15, 2]","[14, 15]",3.0,193.0,-9.0
1539,"[28, 13]","[16, 5]",3.0,,
1540,"[28, 13]","[10, 7]",3.0,39.0,-13.0
1541,"[26, 6]","[5, 0]",3.0,,
1542,"[18, 24]","[26, 1]",3.0,,
1543,"[17, 3]","[1, 17]",3.0,,
1544,"[21, 9]","[22, 16]",3.0,,
1545,"[15, 5]","[27, 1]",3.0,,
1546,"[5, 28]","[6, 28]",3.0,1.0,3.0
1547,"[6, 5]","[25, 18]",3.0,,
1548,"[24, 14]","[19, 29]",3.0,,
1549,"[22, 18]","[27, 20]",3.0,15.0,4.0
